tokens_read,tokens_written,seconds
232,1,0.3461320400238037
232,1,0.3276042938232422
236,1,0.3372843265533447
234,1,0.5103251934051514
234,1,0.3710143566131592
233,1,0.37453508377075195
235,1,0.32460474967956543
234,1,0.3346991539001465
234,1,0.3614075183868408
236,1,0.31835031509399414
233,1,0.3452646732330322
232,1,0.3161909580230713
235,1,0.37937140464782715
233,1,0.3248484134674072
236,1,0.31716012954711914
233,1,0.3205409049987793
235,1,0.3789229393005371
235,1,0.32855868339538574
235,1,0.23963594436645508
233,1,0.37168335914611816
237,1,0.34441041946411133
236,1,0.22621583938598633
233,1,0.375424861907959
236,1,0.34343504905700684
232,1,0.3493340015411377
231,1,0.3308861255645752
235,1,0.3301241397857666
235,1,0.30335569381713867
236,1,0.29529500007629395
235,1,0.22246909141540527
235,1,0.3247950077056885
235,1,0.5626769065856934
219,1,0.4069690704345703
220,1,0.498974084854126
220,1,0.4138906002044678
216,1,0.5007741451263428
217,1,0.43756890296936035
220,1,0.5087213516235352
216,1,0.4230339527130127
216,1,0.7846858501434326
220,1,0.5785541534423828
218,1,0.3978745937347412
218,1,0.48610615730285645
217,1,0.5094668865203857
219,1,0.5369405746459961
218,1,0.43842267990112305
220,1,0.5510833263397217
217,1,0.6387820243835449
216,1,0.5209658145904541
219,1,0.5622730255126953
217,1,0.48339128494262695
220,1,0.4424295425415039
217,1,0.43353772163391113
219,1,0.5474867820739746
219,1,0.47939085960388184
219,1,0.5244402885437012
217,1,0.45522212982177734
221,1,0.584052562713623
220,1,0.46058225631713867
217,1,0.4249124526977539
220,1,1.2399518489837646
219,1,0.431110143661499
220,1,0.48369741439819336
219,1,0.641503095626831
219,1,0.40045881271362305
219,1,0.541485071182251
234,1,0.4484372138977051
231,1,0.429290771484375
234,1,0.5088205337524414
230,1,0.459747314453125
231,1,0.4205954074859619
233,1,0.47521448135375977
234,1,0.45737266540527344
230,1,0.45751333236694336
230,1,0.45207715034484863
234,1,0.7630369663238525
233,1,1.2931365966796875
232,1,0.43570804595947266
234,1,0.41767048835754395
230,1,0.4733452796936035
233,1,0.4435732364654541
231,1,0.41662025451660156
234,1,0.5080780982971191
233,1,0.9467856884002686
233,1,0.439039945602417
231,1,0.49401259422302246
235,1,0.4424552917480469
234,1,0.4467144012451172
231,1,0.5054724216461182
230,1,0.4074585437774658
229,1,0.40287184715270996
233,1,0.5722405910491943
233,1,0.4884350299835205
233,1,0.5145180225372314
233,1,0.4407687187194824
237,1,0.5856809616088867
233,1,0.49005675315856934
237,1,0.458266019821167
233,1,0.38298535346984863
236,1,0.5166540145874023
235,1,0.4740004539489746
237,1,0.4138364791870117
236,1,0.43981099128723145
234,1,0.4313812255859375
234,1,0.4232451915740967
238,1,0.4888157844543457
237,1,0.43621349334716797
236,1,0.42046380043029785
236,1,0.44750189781188965
237,1,0.41959595680236816
236,1,0.45948028564453125
236,1,0.6059107780456543
236,1,0.465595006942749
236,1,0.9789736270904541
232,1,0.4734644889831543
233,1,0.3846585750579834
236,1,0.447216272354126
232,1,0.8873257637023926
236,1,0.43173861503601074
234,1,0.4857063293457031
235,1,0.7760334014892578
233,1,0.9961893558502197
235,1,0.6040060520172119
235,1,0.9152545928955078
233,1,0.7648642063140869
237,1,0.49540019035339355
236,1,0.7755627632141113
233,1,0.5152177810668945
235,1,0.4506492614746094
235,1,0.9519367218017578
232,1,0.4137725830078125
234,1,0.46811962127685547
235,1,0.4767031669616699
231,1,0.4260427951812744
232,1,0.4454507827758789
235,1,0.49822163581848145
231,1,0.4924795627593994
235,1,0.4142007827758789
233,1,0.8364472389221191
232,1,0.45289087295532227
234,1,0.4115931987762451
233,1,0.3270125389099121
232,1,0.4774141311645508
231,1,0.7243025302886963
234,1,0.9924764633178711
232,1,2.6035587787628174
235,1,2.617624521255493
234,1,0.280393123626709
234,1,2.572758197784424
234,1,0.3753190040588379
232,1,0.3159148693084717
236,1,0.459597110748291
235,1,0.32698655128479004
232,1,0.2815711498260498
235,1,0.35382723808288574
231,1,0.34697413444519043
234,1,0.41335058212280273
234,1,0.3599390983581543
234,1,0.29123473167419434
181,1,0.2604494094848633
182,1,0.39919519424438477
185,1,0.37525391578674316
181,1,0.47618675231933594
181,1,0.4863269329071045
185,1,0.37925291061401367
183,1,0.4838380813598633
183,1,0.3113069534301758
182,1,0.4065539836883545
183,1,0.45124149322509766
185,1,0.27782201766967773
182,1,0.35582613945007324
181,1,0.5388984680175781
184,1,0.27007198333740234
182,1,0.3036618232727051
185,1,0.24848198890686035
182,1,0.32460689544677734
184,1,0.47501301765441895
184,1,0.5154950618743896
184,1,0.298555850982666
182,1,0.46536731719970703
186,1,0.2615394592285156
185,1,0.29048824310302734
182,1,0.5083153247833252
184,1,0.3269236087799072
184,1,0.3333890438079834
236,1,0.6325259208679199
237,1,0.30568838119506836
234,1,0.2737448215484619
233,1,0.2989501953125
237,1,0.5058724880218506
233,1,0.7024829387664795
237,1,0.3426980972290039
234,1,0.33454298973083496
234,1,0.35221409797668457
233,1,0.2920653820037842
236,1,0.30231261253356934
234,1,0.339324951171875
237,1,0.29135942459106445
234,1,0.31059765815734863
236,1,0.3001115322113037
236,1,0.3124980926513672
237,1,0.31358909606933594
237,1,0.26268935203552246
236,1,0.31207275390625
236,1,0.2585029602050781
236,1,0.2651212215423584
228,1,0.4470639228820801
229,1,0.44048190116882324
229,1,0.5000917911529541
225,1,0.4978010654449463
226,1,0.46488285064697266
229,1,0.4440782070159912
225,1,0.5576930046081543
229,1,0.8484432697296143
227,1,0.44950175285339355
227,1,0.4921107292175293
226,1,0.6584372520446777
228,1,0.4570424556732178
227,1,0.6225833892822266
229,1,0.4950251579284668
226,1,0.5803554058074951
225,1,0.4254493713378906
228,1,0.5804765224456787
226,1,0.9414827823638916
229,1,0.9431850910186768
226,1,0.4281468391418457
228,1,0.47826647758483887
228,1,0.5033614635467529
228,1,0.4515829086303711
226,1,0.7743198871612549
230,1,0.4857950210571289
229,1,0.5947058200836182
226,1,0.4329369068145752
229,1,0.42052245140075684
225,1,0.46279478073120117
228,1,0.5333468914031982
228,1,0.5492391586303711
229,1,0.4898803234100342
228,1,0.48837804794311523
228,1,0.460418701171875
228,1,0.7429893016815186
237,1,0.30819010734558105
234,1,0.547630786895752
237,1,0.4631037712097168
237,1,0.2348339557647705
237,1,0.5516998767852783
234,1,0.7491569519042969
236,1,0.4417593479156494
238,1,0.46946215629577637
236,1,0.4459042549133301
237,1,0.5150907039642334
236,1,0.4794197082519531
236,1,0.2291882038116455
235,1,1.052260398864746
236,1,0.40317749977111816
239,1,0.4302237033843994
235,1,0.6898252964019775
237,1,0.449692964553833
235,1,0.42921972274780273
238,1,0.4604835510253906
236,1,0.5077521800994873
238,1,0.40582966804504395
236,1,0.451984167098999
240,1,0.453031063079834
239,1,0.531851053237915
236,1,0.4929933547973633
239,1,0.4528079032897949
238,1,0.47674107551574707
238,1,0.47373104095458984
239,1,0.41901588439941406
235,1,0.29682040214538574
236,1,0.495485782623291
239,1,0.27666258811950684
235,1,0.2747304439544678
239,1,0.3841845989227295
237,1,0.24504542350769043
236,1,1.476482629776001
237,1,0.27426910400390625
236,1,0.26581573486328125
235,1,0.26534557342529297
238,1,0.2702152729034424
236,1,0.2515902519226074
239,1,0.34328651428222656
236,1,0.3087167739868164
238,1,0.29734325408935547
238,1,0.3114914894104004
236,1,0.28562021255493164
240,1,0.44591736793518066
239,1,0.24969935417175293
236,1,0.23802947998046875
239,1,0.26552271842956543
238,1,0.23334026336669922
239,1,0.30272865295410156
238,1,0.32332587242126465
238,1,0.28113627433776855
238,1,0.24100446701049805
230,1,0.36783862113952637
231,1,0.5617122650146484
230,1,0.45657825469970703
232,1,0.37087512016296387
231,1,0.23787283897399902
234,1,0.3636746406555176
231,1,0.2680394649505615
231,1,0.28035783767700195
231,1,0.4456772804260254
234,1,0.4390432834625244
233,1,0.46529626846313477
234,1,0.5792427062988281
233,1,0.427933931350708
233,1,0.2489013671875
236,1,0.3935821056365967
236,1,0.6116411685943604
235,1,0.9914379119873047
238,1,0.4157850742340088
239,1,0.4442610740661621
239,1,0.4318356513977051
238,1,0.43800854682922363
236,1,0.2487621307373047
239,1,0.5854635238647461
238,1,0.427262544631958
236,1,0.5072410106658936
240,1,0.42191314697265625
236,1,0.3658008575439453
234,1,0.4049549102783203
234,1,0.401003360748291
236,1,0.3918159008026123
237,1,0.41237473487854004
234,1,0.451082706451416
233,1,0.558692455291748
237,1,0.3603634834289551
233,1,0.3721005916595459
234,1,1.084073543548584
237,1,0.31290650367736816
233,1,0.4234786033630371
233,1,0.4239177703857422
237,1,0.37843871116638184
235,1,0.41245079040527344
234,1,0.3862898349761963
236,1,0.4531712532043457
235,1,0.3633589744567871
237,1,0.4277679920196533
237,1,0.46250319480895996
234,1,0.5611412525177002
233,1,0.35355591773986816
236,1,0.3498365879058838
227,1,0.4753127098083496
234,1,0.41693902015686035
237,1,0.35210442543029785
234,1,0.38678407669067383
236,1,0.3749372959136963
236,1,0.35121941566467285
236,1,0.6979422569274902
234,1,0.4072093963623047
238,1,0.4237961769104004
237,1,0.5232892036437988
234,1,0.39307451248168945
237,1,0.4496011734008789
233,1,0.40982723236083984
236,1,0.38016700744628906
236,1,0.544273853302002
236,1,0.40928053855895996
236,1,0.46058225631713867
236,1,0.5264575481414795
237,1,0.3208949565887451
234,1,0.3380444049835205
237,1,1.364391565322876
233,1,0.28849220275878906
234,1,0.6834211349487305
237,1,0.3350343704223633
237,1,0.32527756690979004
233,1,0.2713623046875
233,1,0.34776949882507324
237,1,0.3731980323791504
235,1,0.32171034812927246
234,1,0.29163336753845215
236,1,0.27044129371643066
235,1,0.6406111717224121
237,1,0.35111403465270996
237,1,0.32448291778564453
234,1,0.2594776153564453
233,1,0.4703946113586426
236,1,0.36751365661621094
234,1,0.4134535789489746
237,1,0.30864715576171875
234,1,0.5277040004730225
236,1,0.3043088912963867
236,1,0.31948328018188477
236,1,0.31121110916137695
234,1,0.2870337963104248
238,1,0.32445764541625977
237,1,0.33101534843444824
234,1,0.3885014057159424
237,1,0.5293140411376953
233,1,0.33089613914489746
236,1,0.34589600563049316
236,1,0.41875743865966797
237,1,0.24981069564819336
236,1,0.3038516044616699
236,1,0.3144211769104004
236,1,0.3347511291503906
237,1,0.533949613571167
234,1,0.6955952644348145
233,1,0.5141866207122803
233,1,0.5151898860931396
234,1,0.27112817764282227
237,1,0.9066076278686523
237,1,0.30388879776000977
233,1,0.4469449520111084
233,1,0.5058553218841553
237,1,0.2143092155456543
234,1,0.4752469062805176
236,1,0.574608325958252
237,1,0.5776066780090332
236,1,0.46565747261047363
234,1,0.40527868270874023
237,1,0.5159566402435303
234,1,0.4005615711212158
236,1,0.49286794662475586
236,1,0.5403001308441162
234,1,0.49118781089782715
238,1,0.503364086151123
237,1,0.4209480285644531
234,1,0.49030327796936035
236,1,0.6677494049072266
236,1,0.47246241569519043
236,1,0.4849860668182373
236,1,0.44030046463012695
236,1,0.36954808235168457
234,1,0.3803093433380127
235,1,0.36403632164001465
236,1,0.5468554496765137
235,1,0.44130921363830566
237,1,0.5721087455749512
237,1,0.24529051780700684
236,1,0.41616392135620117
232,1,0.44637370109558105
233,1,0.6100888252258301
236,1,1.4044537544250488
232,1,0.4713921546936035
236,1,0.5862107276916504
234,1,0.4572780132293701
234,1,0.44141340255737305
232,1,0.6016721725463867
235,1,0.4509894847869873
233,1,0.5672399997711182
236,1,0.5058078765869141
235,1,0.3969283103942871
235,1,0.4483363628387451
233,1,0.4354672431945801
237,1,0.38054323196411133
236,1,0.4276888370513916
233,1,0.32248687744140625
232,1,0.5092754364013672
235,1,0.31410980224609375
234,1,0.5133733749389648
235,1,0.4355168342590332
235,1,0.4834318161010742
231,1,0.32319092750549316
232,1,0.5319273471832275
235,1,0.543372631072998
231,1,0.5322847366333008
235,1,0.5027308464050293
233,1,0.30911803245544434
232,1,0.37326931953430176
234,1,0.4343554973602295
233,1,0.4352397918701172
235,1,0.3349008560180664
232,1,0.4197237491607666
231,1,0.3503081798553467
234,1,0.34143495559692383
232,1,0.27631330490112305
235,1,0.49498677253723145
232,1,0.5111691951751709
234,1,0.890688419342041
234,1,0.44844484329223633
234,1,0.3012206554412842
232,1,0.3644711971282959
236,1,0.481351375579834
235,1,0.46691012382507324
232,1,0.40087890625
235,1,0.26512622833251953
231,1,0.3281254768371582
234,1,0.5411026477813721
234,1,0.3704671859741211
235,1,0.40468478202819824
234,1,0.33791542053222656
234,1,0.4637625217437744
234,1,0.424344539642334
237,1,0.44408631324768066
233,1,0.39453887939453125
234,1,0.32785987854003906
237,1,0.4110708236694336
233,1,0.5827105045318604
233,1,0.37329745292663574
237,1,0.35057902336120605
235,1,0.416290283203125
235,1,0.3843729496002197
234,1,0.3690462112426758
236,1,0.912651538848877
235,1,0.570521354675293
237,1,0.7317681312561035
234,1,0.37432050704956055
233,1,0.40102148056030273
236,1,0.4098021984100342
234,1,0.40722107887268066
237,1,0.41306352615356445
234,1,0.3825557231903076
236,1,0.4281642436981201
236,1,0.5428955554962158
236,1,0.38456034660339355
234,1,0.36076807975769043
237,1,0.38363027572631836
234,1,0.49463653564453125
236,1,0.39652442932128906
236,1,0.3413581848144531
236,1,0.3344247341156006
236,1,0.46877551078796387
209,1,0.4656078815460205
210,1,0.5273940563201904
213,1,0.4228951930999756
209,1,0.2870297431945801
213,1,0.2786729335784912
211,1,0.5125505924224854
211,1,0.44301295280456543
210,1,0.33182621002197266
211,1,0.5198013782501221
213,1,0.43847036361694336
210,1,0.3604140281677246
209,1,0.41495394706726074
212,1,0.39110636711120605
210,1,0.2603638172149658
213,1,0.2903330326080322
210,1,0.4478626251220703
212,1,0.43684935569763184
212,1,0.2843050956726074
210,1,0.44373226165771484
214,1,0.44982409477233887
213,1,0.4433772563934326
210,1,0.44365596771240234
213,1,0.28789520263671875
212,1,0.4962632656097412
212,1,0.403850793838501
212,1,0.29056382179260254
212,1,0.40343284606933594
233,1,0.5119528770446777
236,1,0.37276721000671387
232,1,0.3109171390533447
232,1,0.272230863571167
233,1,0.3192586898803711
236,1,0.37337756156921387
232,1,0.46070384979248047
236,1,0.29827404022216797
234,1,0.3527531623840332
233,1,0.28882265090942383
235,1,0.7301263809204102
234,1,0.42821168899536133
233,1,0.2378559112548828
232,1,0.4626445770263672
235,1,0.3486816883087158
226,1,0.2925598621368408
233,1,0.49733614921569824
236,1,0.4114978313446045
233,1,0.3456709384918213
235,1,0.3531217575073242
233,1,0.3146035671234131
237,1,0.28231024742126465
236,1,0.35039353370666504
233,1,0.31220173835754395
236,1,0.49577951431274414
235,1,0.7255074977874756
235,1,0.33164525032043457
235,1,0.23641061782836914
235,1,0.23352885246276855
233,1,0.29691410064697266
235,1,0.3238248825073242
236,1,0.3227055072784424
234,1,0.28131675720214844
237,1,0.254314661026001
234,1,0.26790785789489746
234,1,0.494736909866333
235,1,0.6120085716247559
231,1,0.7268376350402832
232,1,0.48843979835510254
234,1,0.536841869354248
235,1,0.3925926685333252
231,1,0.4371175765991211
235,1,0.45180797576904297
233,1,0.4054415225982666
233,1,0.5274596214294434
231,1,0.3704092502593994
234,1,0.6349210739135742
232,1,0.527440071105957
235,1,0.4694230556488037
234,1,0.42533016204833984
234,1,0.4612770080566406
232,1,0.4612705707550049
236,1,0.566716194152832
235,1,0.47153663635253906
232,1,0.39401745796203613
235,1,0.4244718551635742
231,1,0.543198823928833
230,1,0.4889969825744629
234,1,0.5062415599822998
236,1,0.3732876777648926
233,1,0.46216559410095215
236,1,0.5135750770568848
236,1,0.2841343879699707
233,1,0.30083274841308594
233,1,0.31831884384155273
236,1,0.3449435234069824
235,1,0.3627486228942871
236,1,0.44252824783325195
237,1,0.39044642448425293
237,1,0.4007120132446289
233,1,0.42778491973876953
234,1,0.38899993896484375
237,1,0.3771321773529053
233,1,0.4911482334136963
235,1,0.5205037593841553
234,1,0.4871230125427246
235,1,0.3942553997039795
237,1,0.4426381587982178
234,1,0.3992326259613037
233,1,0.39429783821105957
236,1,0.47458362579345703
234,1,0.6764607429504395
236,1,0.4313511848449707
234,1,0.47478699684143066
238,1,0.41155219078063965
237,1,0.43628931045532227
234,1,0.3829073905944824
237,1,0.4148375988006592
233,1,0.3706052303314209
236,1,0.34530210494995117
236,1,0.424349308013916
237,1,0.45525240898132324
236,1,0.39896488189697266
236,1,0.4210038185119629
236,1,0.47918105125427246
234,1,0.4163532257080078
235,1,0.35064125061035156
231,1,0.5242397785186768
232,1,0.32588648796081543
235,1,0.5056552886962891
231,1,0.46251749992370605
235,1,0.31123828887939453
233,1,0.41831016540527344
233,1,0.3286726474761963
232,1,0.776637077331543
233,1,0.3139462471008301
232,1,0.6303157806396484
231,1,0.34143710136413574
234,1,0.33565354347229004
232,1,0.44992518424987793
235,1,0.3684051036834717
234,1,0.3034090995788574
234,1,0.37648725509643555
232,1,0.33490514755249023
236,1,0.3208496570587158
235,1,0.31316137313842773
232,1,0.31793880462646484
235,1,0.27182841300964355
234,1,0.3927266597747803
234,1,0.2783353328704834
236,1,0.4628481864929199
233,1,0.641132116317749
232,1,0.4105844497680664
233,1,0.41951775550842285
236,1,0.42780637741088867
232,1,0.5183639526367188
232,1,0.5473356246948242
236,1,0.45075154304504395
234,1,0.47693920135498047
235,1,0.6756465435028076
236,1,0.44561266899108887
235,1,0.48448753356933594
233,1,0.4643113613128662
236,1,0.6724185943603516
233,1,0.4490680694580078
235,1,0.47483301162719727
235,1,0.4147007465362549
235,1,0.4143376350402832
233,1,0.43850159645080566
237,1,1.2882411479949951
236,1,0.46652722358703613
233,1,0.4207422733306885
235,1,0.45337700843811035
235,1,0.505364179611206
235,1,0.4263896942138672
235,1,0.39760279655456543
194,1,0.2850222587585449
191,1,0.38561487197875977
190,1,0.4496946334838867
194,1,0.2964165210723877
194,1,2.6921918392181396
190,1,1.0135643482208252
194,1,0.23590850830078125
193,1,0.3029773235321045
194,1,0.6590914726257324
193,1,0.30588817596435547
191,1,0.30266690254211426
194,1,0.2599480152130127
193,1,0.5906226634979248
193,1,0.30780553817749023
191,1,0.3346974849700928
195,1,0.3196837902069092
194,1,0.2506294250488281
193,1,0.30815887451171875
193,1,0.3906254768371582
193,1,0.6033220291137695
232,1,0.42473816871643066
236,1,0.23273134231567383
232,1,0.5054097175598145
236,1,0.4238622188568115
234,1,0.44942378997802734
235,1,0.39953041076660156
235,1,0.4376790523529053
233,1,0.42398810386657715
237,1,0.4401578903198242
233,1,0.40779829025268555
235,1,0.4338395595550537
237,1,0.5443613529205322
234,1,0.39824461936950684
237,1,0.40599703788757324
233,1,0.4784672260284424
233,1,0.41103649139404297
235,1,0.5164980888366699
235,1,0.692502498626709
234,1,0.43927574157714844
236,1,0.5698566436767578
235,1,0.4687526226043701
237,1,0.4783823490142822
234,1,0.40035271644592285
233,1,0.420457124710083
236,1,0.516139030456543
237,1,0.5033748149871826
234,1,0.4563612937927246
236,1,0.5084366798400879
234,1,0.5168154239654541
238,1,0.4871659278869629
237,1,0.6049239635467529
234,1,0.4384796619415283
237,1,0.43900036811828613
236,1,0.6115469932556152
236,1,0.46796584129333496
236,1,0.4082305431365967
236,1,0.4421877861022949
234,1,0.3393690586090088
234,1,0.22526764869689941
230,1,0.26157164573669434
231,1,0.2849762439727783
234,1,0.2354896068572998
230,1,0.3382294178009033
234,1,0.31794118881225586
232,1,0.31758642196655273
231,1,0.31137943267822266
233,1,0.4092128276824951
232,1,0.28724193572998047
234,1,0.3267791271209717
231,1,0.24631476402282715
230,1,0.6388804912567139
233,1,0.2668488025665283
231,1,0.32747912406921387
234,1,0.27173948287963867
231,1,0.3692598342895508
233,1,0.31044983863830566
233,1,0.2678048610687256
231,1,0.36657214164733887
235,1,0.4000098705291748
234,1,0.33974313735961914
231,1,0.27315759658813477
234,1,0.6402785778045654
233,1,0.2921442985534668
233,1,0.3679232597351074
234,1,0.28598451614379883
233,1,0.28180837631225586
233,1,0.43875789642333984
233,1,0.5283238887786865
232,1,0.2859017848968506
229,1,0.30413198471069336
230,1,0.2657337188720703
229,1,0.2825345993041992
231,1,0.2730090618133545
231,1,0.33993983268737793
230,1,0.2572314739227295
231,1,0.31885862350463867
230,1,0.2925548553466797
229,1,0.2879014015197754
232,1,0.3696589469909668
230,1,0.29415345191955566
232,1,0.3798856735229492
232,1,0.31828737258911133
230,1,0.24836969375610352
233,1,0.3191812038421631
230,1,0.26120781898498535
233,1,0.48070263862609863
232,1,0.6229398250579834
232,1,0.5316143035888672
232,1,0.27601027488708496
237,1,0.2901315689086914
238,1,0.2965550422668457
235,1,0.49321746826171875
234,1,0.33263134956359863
237,1,0.3561880588531494
236,1,0.3167991638183594
236,1,0.38088440895080566
238,1,0.4657876491546631
235,1,0.34395384788513184
234,1,0.35223889350891113
237,1,0.32685065269470215
235,1,0.32034969329833984
235,1,0.3676612377166748
239,1,0.5629878044128418
238,1,0.32112669944763184
238,1,0.43903613090515137
237,1,0.3139364719390869
237,1,0.306567907333374
238,1,0.2712085247039795
237,1,0.28258633613586426
237,1,0.3136298656463623
234,1,0.31348657608032227
235,1,0.2821962833404541
231,1,0.3254709243774414
232,1,0.3935856819152832
235,1,0.41812682151794434
231,1,0.31421351432800293
235,1,0.29012393951416016
233,1,0.30576038360595703
234,1,0.3023722171783447
233,1,0.3076326847076416
235,1,0.2960844039916992
231,1,0.32468104362487793
234,1,0.32492709159851074
232,1,0.3254823684692383
235,1,0.2866957187652588
234,1,0.453441858291626
234,1,0.28400349617004395
232,1,0.2625312805175781
236,1,0.3234138488769531
235,1,0.27393221855163574
232,1,0.3094289302825928
235,1,0.28622961044311523
231,1,0.35640549659729004
230,1,0.3576853275299072
234,1,0.30025362968444824
233,1,0.2915196418762207
237,1,0.44202661514282227
233,1,0.38315582275390625
237,1,0.7019126415252686
235,1,0.6271469593048096
227,1,0.3840153217315674
236,1,0.31486940383911133
234,1,0.3867783546447754
238,1,0.47820472717285156
234,1,0.42717719078063965
237,1,0.5090677738189697
233,1,0.3942074775695801
236,1,0.3882579803466797
237,1,0.3494727611541748
234,1,0.4158210754394531
237,1,0.4400966167449951
233,1,0.3039414882659912
234,1,0.4830164909362793
236,1,0.27993106842041016
237,1,0.28459668159484863
233,1,0.3333394527435303
233,1,0.2562069892883301
237,1,0.279710054397583
235,1,0.34774136543273926
234,1,0.33722639083862305
236,1,0.33426547050476074
235,1,0.3875706195831299
237,1,0.24461722373962402
237,1,0.5264334678649902
234,1,0.36964964866638184
233,1,0.2733337879180908
236,1,0.35720133781433105
234,1,0.33179306983947754
237,1,0.5338790416717529
234,1,0.43202757835388184
236,1,0.30023956298828125
236,1,0.2107560634613037
236,1,0.24437665939331055
234,1,0.2854781150817871
238,1,0.3349342346191406
237,1,0.32682275772094727
234,1,0.26145315170288086
237,1,0.2688925266265869
233,1,0.3247859477996826
232,1,0.2961106300354004
236,1,0.39554357528686523
236,1,0.35273170471191406
237,1,0.2744429111480713
236,1,0.28800177574157715
236,1,0.2960491180419922
236,1,0.2765929698944092
236,1,0.3946497440338135
232,1,0.45476484298706055
233,1,0.41297435760498047
232,1,0.41903042793273926
236,1,0.42763423919677734
234,1,0.5293021202087402
233,1,0.48931217193603516
234,1,0.40636396408081055
236,1,0.3907182216644287
233,1,0.4531691074371338
232,1,0.42814183235168457
235,1,0.38407301902770996
233,1,0.4529561996459961
236,1,0.7187659740447998
233,1,0.4633324146270752
235,1,0.4566173553466797
233,1,0.4356107711791992
237,1,0.7195971012115479
236,1,0.44156908988952637
233,1,0.45406079292297363
236,1,0.3915538787841797
235,1,0.4431581497192383
235,1,0.4689326286315918
236,1,0.4984757900238037
235,1,0.41123533248901367
235,1,0.4058339595794678
235,1,0.4061703681945801
236,1,0.3590385913848877
237,1,0.3214879035949707
234,1,0.24782085418701172
237,1,0.3458821773529053
233,1,0.27790260314941406
234,1,0.3082845211029053
236,1,0.39627718925476074
237,1,0.3343203067779541
233,1,0.2904338836669922
233,1,0.40073418617248535
