text1,text2,joins
my boss is bullying me,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,False
my boss is bullying me,also bored at school its my third freelesson freistunde,False
my boss is bullying me,hm Both of us I guess,False
my boss is bullying me,it is u have dissappointed me that past few days,True
my boss is bullying me,romance zero is funny,False
my boss is bullying me,Id rather do the early runbut I am a morning runner,False
my boss is bullying me,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,True
my boss is bullying me,will be back later httpplurkcomprp3k7,False
my boss is bullying me,Aw Torn ace of hearts Hunchback,True
my boss is bullying me,what fun are you speaking of,False
my boss is bullying me,i lost all my friends im alone and sleepyi wanna go home,True
my boss is bullying me,haha yes,False
my boss is bullying me,I give in to easily,True
my boss is bullying me,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,False
my boss is bullying me,mannnn got an iphone im jealous httpbitlyNgnaR,True
my boss is bullying me,Is at a photoshoot,False
my boss is bullying me,Hes awesome Have you worked with him before Hes a good friend,False
my boss is bullying me,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,False
my boss is bullying me,Chilliin,False
my boss is bullying me,If you know such agent do let me know,False
my boss is bullying me,I still smell of smoke kitchenfire,False
my boss is bullying me,a celticslakers rematch sounds better dont you think lol,False
my boss is bullying me,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,False
my boss is bullying me,you can ride one you can catch one but its not summer til you pop open one,False
my boss is bullying me,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,False
my boss is bullying me,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,False
my boss is bullying me,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,True
my boss is bullying me,My sources say no,False
my boss is bullying me,I am sooo tired,True
my boss is bullying me,Hey you change your twitter account and you didnt even tell me,False
my boss is bullying me,THANK YYYYYYYYYOOOOOOOOOOUUUUU,False
my boss is bullying me,lucky kidi so wanna see loserville pity im in oz,False
my boss is bullying me,fell asleep waiting for my ride,False
my boss is bullying me,Sick With a flu like thing,True
my boss is bullying me,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,True
my boss is bullying me,Happy Star Wars day everyone and Enjoy the holiday UK,False
my boss is bullying me,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,False
my boss is bullying me,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,False
my boss is bullying me,i miss you bby wish you were going tomorrow to make me do good,True
my boss is bullying me,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,False
my boss is bullying me,SWEEEEET San Fran is awesome Love it there,False
my boss is bullying me,Mounce yes and it lasts way past my bedtime,False
my boss is bullying me,Hi how are you doing just joined twitter,False
my boss is bullying me,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,True
my boss is bullying me,eating ice cream and then getting ready for graduation,False
my boss is bullying me,Happy Mothers day to all you Mums out there,False
my boss is bullying me,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,True
my boss is bullying me,hemp cloth is marvelous but unfortunately no,True
my boss is bullying me,Gonna read a story bout adam lambert online then bed Nighty night,False
my boss is bullying me,We saw that in none 3D the baddies the best,False
what interview leave me alone,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,False
what interview leave me alone,also bored at school its my third freelesson freistunde,False
what interview leave me alone,hm Both of us I guess,False
what interview leave me alone,it is u have dissappointed me that past few days,True
what interview leave me alone,romance zero is funny,False
what interview leave me alone,Id rather do the early runbut I am a morning runner,False
what interview leave me alone,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,True
what interview leave me alone,will be back later httpplurkcomprp3k7,False
what interview leave me alone,Aw Torn ace of hearts Hunchback,True
what interview leave me alone,what fun are you speaking of,False
what interview leave me alone,i lost all my friends im alone and sleepyi wanna go home,True
what interview leave me alone,haha yes,False
what interview leave me alone,I give in to easily,True
what interview leave me alone,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,False
what interview leave me alone,mannnn got an iphone im jealous httpbitlyNgnaR,True
what interview leave me alone,Is at a photoshoot,False
what interview leave me alone,Hes awesome Have you worked with him before Hes a good friend,False
what interview leave me alone,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,False
what interview leave me alone,Chilliin,False
what interview leave me alone,If you know such agent do let me know,False
what interview leave me alone,I still smell of smoke kitchenfire,False
what interview leave me alone,a celticslakers rematch sounds better dont you think lol,False
what interview leave me alone,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,False
what interview leave me alone,you can ride one you can catch one but its not summer til you pop open one,False
what interview leave me alone,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,False
what interview leave me alone,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,False
what interview leave me alone,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,True
what interview leave me alone,My sources say no,False
what interview leave me alone,I am sooo tired,True
what interview leave me alone,Hey you change your twitter account and you didnt even tell me,False
what interview leave me alone,THANK YYYYYYYYYOOOOOOOOOOUUUUU,False
what interview leave me alone,lucky kidi so wanna see loserville pity im in oz,False
what interview leave me alone,fell asleep waiting for my ride,False
what interview leave me alone,Sick With a flu like thing,True
what interview leave me alone,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,True
what interview leave me alone,Happy Star Wars day everyone and Enjoy the holiday UK,False
what interview leave me alone,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,False
what interview leave me alone,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,False
what interview leave me alone,i miss you bby wish you were going tomorrow to make me do good,True
what interview leave me alone,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,False
what interview leave me alone,SWEEEEET San Fran is awesome Love it there,False
what interview leave me alone,Mounce yes and it lasts way past my bedtime,False
what interview leave me alone,Hi how are you doing just joined twitter,False
what interview leave me alone,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,True
what interview leave me alone,eating ice cream and then getting ready for graduation,False
what interview leave me alone,Happy Mothers day to all you Mums out there,False
what interview leave me alone,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,True
what interview leave me alone,hemp cloth is marvelous but unfortunately no,True
what interview leave me alone,Gonna read a story bout adam lambert online then bed Nighty night,False
what interview leave me alone,We saw that in none 3D the baddies the best,False
Sons of why couldnt they put them on the releases we already bought,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,False
Sons of why couldnt they put them on the releases we already bought,also bored at school its my third freelesson freistunde,False
Sons of why couldnt they put them on the releases we already bought,hm Both of us I guess,False
Sons of why couldnt they put them on the releases we already bought,it is u have dissappointed me that past few days,True
Sons of why couldnt they put them on the releases we already bought,romance zero is funny,False
Sons of why couldnt they put them on the releases we already bought,Id rather do the early runbut I am a morning runner,False
Sons of why couldnt they put them on the releases we already bought,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,True
Sons of why couldnt they put them on the releases we already bought,will be back later httpplurkcomprp3k7,False
Sons of why couldnt they put them on the releases we already bought,Aw Torn ace of hearts Hunchback,True
Sons of why couldnt they put them on the releases we already bought,what fun are you speaking of,False
Sons of why couldnt they put them on the releases we already bought,i lost all my friends im alone and sleepyi wanna go home,True
Sons of why couldnt they put them on the releases we already bought,haha yes,False
Sons of why couldnt they put them on the releases we already bought,I give in to easily,True
Sons of why couldnt they put them on the releases we already bought,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,False
Sons of why couldnt they put them on the releases we already bought,mannnn got an iphone im jealous httpbitlyNgnaR,True
Sons of why couldnt they put them on the releases we already bought,Is at a photoshoot,False
Sons of why couldnt they put them on the releases we already bought,Hes awesome Have you worked with him before Hes a good friend,False
Sons of why couldnt they put them on the releases we already bought,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,False
Sons of why couldnt they put them on the releases we already bought,Chilliin,False
Sons of why couldnt they put them on the releases we already bought,If you know such agent do let me know,False
Sons of why couldnt they put them on the releases we already bought,I still smell of smoke kitchenfire,False
Sons of why couldnt they put them on the releases we already bought,a celticslakers rematch sounds better dont you think lol,False
Sons of why couldnt they put them on the releases we already bought,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,False
Sons of why couldnt they put them on the releases we already bought,you can ride one you can catch one but its not summer til you pop open one,False
Sons of why couldnt they put them on the releases we already bought,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,False
Sons of why couldnt they put them on the releases we already bought,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,False
Sons of why couldnt they put them on the releases we already bought,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,True
Sons of why couldnt they put them on the releases we already bought,My sources say no,False
Sons of why couldnt they put them on the releases we already bought,I am sooo tired,True
Sons of why couldnt they put them on the releases we already bought,Hey you change your twitter account and you didnt even tell me,False
Sons of why couldnt they put them on the releases we already bought,THANK YYYYYYYYYOOOOOOOOOOUUUUU,False
Sons of why couldnt they put them on the releases we already bought,lucky kidi so wanna see loserville pity im in oz,False
Sons of why couldnt they put them on the releases we already bought,fell asleep waiting for my ride,False
Sons of why couldnt they put them on the releases we already bought,Sick With a flu like thing,True
Sons of why couldnt they put them on the releases we already bought,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,True
Sons of why couldnt they put them on the releases we already bought,Happy Star Wars day everyone and Enjoy the holiday UK,False
Sons of why couldnt they put them on the releases we already bought,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,False
Sons of why couldnt they put them on the releases we already bought,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,False
Sons of why couldnt they put them on the releases we already bought,i miss you bby wish you were going tomorrow to make me do good,True
Sons of why couldnt they put them on the releases we already bought,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,False
Sons of why couldnt they put them on the releases we already bought,SWEEEEET San Fran is awesome Love it there,False
Sons of why couldnt they put them on the releases we already bought,Mounce yes and it lasts way past my bedtime,False
Sons of why couldnt they put them on the releases we already bought,Hi how are you doing just joined twitter,False
Sons of why couldnt they put them on the releases we already bought,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,True
Sons of why couldnt they put them on the releases we already bought,eating ice cream and then getting ready for graduation,False
Sons of why couldnt they put them on the releases we already bought,Happy Mothers day to all you Mums out there,False
Sons of why couldnt they put them on the releases we already bought,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,True
Sons of why couldnt they put them on the releases we already bought,hemp cloth is marvelous but unfortunately no,True
Sons of why couldnt they put them on the releases we already bought,Gonna read a story bout adam lambert online then bed Nighty night,False
Sons of why couldnt they put them on the releases we already bought,We saw that in none 3D the baddies the best,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,also bored at school its my third freelesson freistunde,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,hm Both of us I guess,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,it is u have dissappointed me that past few days,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,romance zero is funny,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Id rather do the early runbut I am a morning runner,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,will be back later httpplurkcomprp3k7,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Aw Torn ace of hearts Hunchback,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,what fun are you speaking of,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,i lost all my friends im alone and sleepyi wanna go home,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,haha yes,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I give in to easily,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,mannnn got an iphone im jealous httpbitlyNgnaR,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Is at a photoshoot,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hes awesome Have you worked with him before Hes a good friend,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Chilliin,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,If you know such agent do let me know,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I still smell of smoke kitchenfire,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,a celticslakers rematch sounds better dont you think lol,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,you can ride one you can catch one but its not summer til you pop open one,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,My sources say no,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I am sooo tired,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hey you change your twitter account and you didnt even tell me,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,THANK YYYYYYYYYOOOOOOOOOOUUUUU,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,lucky kidi so wanna see loserville pity im in oz,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,fell asleep waiting for my ride,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Sick With a flu like thing,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Happy Star Wars day everyone and Enjoy the holiday UK,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,i miss you bby wish you were going tomorrow to make me do good,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,SWEEEEET San Fran is awesome Love it there,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Mounce yes and it lasts way past my bedtime,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hi how are you doing just joined twitter,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,eating ice cream and then getting ready for graduation,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Happy Mothers day to all you Mums out there,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,hemp cloth is marvelous but unfortunately no,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Gonna read a story bout adam lambert online then bed Nighty night,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,We saw that in none 3D the baddies the best,False
2am feedings for the baby are fun when he is all smiles and coos,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,False
2am feedings for the baby are fun when he is all smiles and coos,also bored at school its my third freelesson freistunde,False
2am feedings for the baby are fun when he is all smiles and coos,hm Both of us I guess,False
2am feedings for the baby are fun when he is all smiles and coos,it is u have dissappointed me that past few days,False
2am feedings for the baby are fun when he is all smiles and coos,romance zero is funny,True
2am feedings for the baby are fun when he is all smiles and coos,Id rather do the early runbut I am a morning runner,False
2am feedings for the baby are fun when he is all smiles and coos,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,False
2am feedings for the baby are fun when he is all smiles and coos,will be back later httpplurkcomprp3k7,False
2am feedings for the baby are fun when he is all smiles and coos,Aw Torn ace of hearts Hunchback,False
2am feedings for the baby are fun when he is all smiles and coos,what fun are you speaking of,False
2am feedings for the baby are fun when he is all smiles and coos,i lost all my friends im alone and sleepyi wanna go home,False
2am feedings for the baby are fun when he is all smiles and coos,haha yes,False
2am feedings for the baby are fun when he is all smiles and coos,I give in to easily,False
2am feedings for the baby are fun when he is all smiles and coos,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,True
2am feedings for the baby are fun when he is all smiles and coos,mannnn got an iphone im jealous httpbitlyNgnaR,False
2am feedings for the baby are fun when he is all smiles and coos,Is at a photoshoot,False
2am feedings for the baby are fun when he is all smiles and coos,Hes awesome Have you worked with him before Hes a good friend,True
2am feedings for the baby are fun when he is all smiles and coos,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,False
2am feedings for the baby are fun when he is all smiles and coos,Chilliin,True
2am feedings for the baby are fun when he is all smiles and coos,If you know such agent do let me know,False
2am feedings for the baby are fun when he is all smiles and coos,I still smell of smoke kitchenfire,False
2am feedings for the baby are fun when he is all smiles and coos,a celticslakers rematch sounds better dont you think lol,True
2am feedings for the baby are fun when he is all smiles and coos,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,False
2am feedings for the baby are fun when he is all smiles and coos,you can ride one you can catch one but its not summer til you pop open one,False
2am feedings for the baby are fun when he is all smiles and coos,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,False
2am feedings for the baby are fun when he is all smiles and coos,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,False
2am feedings for the baby are fun when he is all smiles and coos,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,False
2am feedings for the baby are fun when he is all smiles and coos,My sources say no,False
2am feedings for the baby are fun when he is all smiles and coos,I am sooo tired,False
2am feedings for the baby are fun when he is all smiles and coos,Hey you change your twitter account and you didnt even tell me,False
2am feedings for the baby are fun when he is all smiles and coos,THANK YYYYYYYYYOOOOOOOOOOUUUUU,True
2am feedings for the baby are fun when he is all smiles and coos,lucky kidi so wanna see loserville pity im in oz,True
2am feedings for the baby are fun when he is all smiles and coos,fell asleep waiting for my ride,False
2am feedings for the baby are fun when he is all smiles and coos,Sick With a flu like thing,False
2am feedings for the baby are fun when he is all smiles and coos,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,False
