text1,text2,joins
my boss is bullying me,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,True
my boss is bullying me,Chilliin,True
my boss is bullying me,If you know such agent do let me know,True
my boss is bullying me,I still smell of smoke kitchenfire,True
my boss is bullying me,a celticslakers rematch sounds better dont you think lol,True
my boss is bullying me,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,True
my boss is bullying me,you can ride one you can catch one but its not summer til you pop open one,True
my boss is bullying me,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,True
my boss is bullying me,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,True
my boss is bullying me,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,False
my boss is bullying me,My sources say no,True
my boss is bullying me,I am sooo tired,False
my boss is bullying me,Hey you change your twitter account and you didnt even tell me,True
my boss is bullying me,THANK YYYYYYYYYOOOOOOOOOOUUUUU,True
my boss is bullying me,lucky kidi so wanna see loserville pity im in oz,True
my boss is bullying me,fell asleep waiting for my ride,True
my boss is bullying me,Sick With a flu like thing,False
my boss is bullying me,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,False
my boss is bullying me,Happy Star Wars day everyone and Enjoy the holiday UK,True
my boss is bullying me,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,True
my boss is bullying me,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,True
my boss is bullying me,i miss you bby wish you were going tomorrow to make me do good,False
my boss is bullying me,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,True
my boss is bullying me,SWEEEEET San Fran is awesome Love it there,True
my boss is bullying me,Mounce yes and it lasts way past my bedtime,True
my boss is bullying me,Hi how are you doing just joined twitter,True
my boss is bullying me,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,False
my boss is bullying me,eating ice cream and then getting ready for graduation,True
my boss is bullying me,Happy Mothers day to all you Mums out there,True
my boss is bullying me,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,False
my boss is bullying me,hemp cloth is marvelous but unfortunately no,False
my boss is bullying me,Gonna read a story bout adam lambert online then bed Nighty night,True
my boss is bullying me,We saw that in none 3D the baddies the best,True
what interview leave me alone,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,True
what interview leave me alone,also bored at school its my third freelesson freistunde,True
what interview leave me alone,hm Both of us I guess,True
what interview leave me alone,it is u have dissappointed me that past few days,False
what interview leave me alone,romance zero is funny,True
what interview leave me alone,Id rather do the early runbut I am a morning runner,True
what interview leave me alone,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,False
what interview leave me alone,will be back later httpplurkcomprp3k7,True
what interview leave me alone,Aw Torn ace of hearts Hunchback,False
what interview leave me alone,what fun are you speaking of,True
what interview leave me alone,i lost all my friends im alone and sleepyi wanna go home,False
what interview leave me alone,haha yes,True
what interview leave me alone,I give in to easily,False
what interview leave me alone,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,True
what interview leave me alone,mannnn got an iphone im jealous httpbitlyNgnaR,False
what interview leave me alone,Is at a photoshoot,True
what interview leave me alone,Hes awesome Have you worked with him before Hes a good friend,True
what interview leave me alone,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,True
what interview leave me alone,Chilliin,True
what interview leave me alone,If you know such agent do let me know,True
what interview leave me alone,I still smell of smoke kitchenfire,True
what interview leave me alone,a celticslakers rematch sounds better dont you think lol,True
what interview leave me alone,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,True
what interview leave me alone,you can ride one you can catch one but its not summer til you pop open one,True
what interview leave me alone,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,True
what interview leave me alone,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,True
what interview leave me alone,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,False
what interview leave me alone,My sources say no,True
what interview leave me alone,I am sooo tired,False
what interview leave me alone,Hey you change your twitter account and you didnt even tell me,True
what interview leave me alone,THANK YYYYYYYYYOOOOOOOOOOUUUUU,True
what interview leave me alone,lucky kidi so wanna see loserville pity im in oz,True
what interview leave me alone,fell asleep waiting for my ride,True
what interview leave me alone,Sick With a flu like thing,False
what interview leave me alone,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,False
what interview leave me alone,Happy Star Wars day everyone and Enjoy the holiday UK,True
what interview leave me alone,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,True
what interview leave me alone,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,True
what interview leave me alone,i miss you bby wish you were going tomorrow to make me do good,False
what interview leave me alone,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,True
what interview leave me alone,SWEEEEET San Fran is awesome Love it there,True
what interview leave me alone,Mounce yes and it lasts way past my bedtime,True
what interview leave me alone,Hi how are you doing just joined twitter,True
what interview leave me alone,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,False
what interview leave me alone,eating ice cream and then getting ready for graduation,True
what interview leave me alone,Happy Mothers day to all you Mums out there,True
what interview leave me alone,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,False
what interview leave me alone,hemp cloth is marvelous but unfortunately no,False
what interview leave me alone,Gonna read a story bout adam lambert online then bed Nighty night,True
what interview leave me alone,We saw that in none 3D the baddies the best,True
Sons of why couldnt they put them on the releases we already bought,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,True
Sons of why couldnt they put them on the releases we already bought,also bored at school its my third freelesson freistunde,True
Sons of why couldnt they put them on the releases we already bought,hm Both of us I guess,True
Sons of why couldnt they put them on the releases we already bought,it is u have dissappointed me that past few days,False
Sons of why couldnt they put them on the releases we already bought,romance zero is funny,True
Sons of why couldnt they put them on the releases we already bought,Id rather do the early runbut I am a morning runner,True
Sons of why couldnt they put them on the releases we already bought,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,False
Sons of why couldnt they put them on the releases we already bought,will be back later httpplurkcomprp3k7,True
Sons of why couldnt they put them on the releases we already bought,Aw Torn ace of hearts Hunchback,False
Sons of why couldnt they put them on the releases we already bought,what fun are you speaking of,True
Sons of why couldnt they put them on the releases we already bought,i lost all my friends im alone and sleepyi wanna go home,False
Sons of why couldnt they put them on the releases we already bought,haha yes,True
Sons of why couldnt they put them on the releases we already bought,I give in to easily,False
Sons of why couldnt they put them on the releases we already bought,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,True
Sons of why couldnt they put them on the releases we already bought,mannnn got an iphone im jealous httpbitlyNgnaR,False
Sons of why couldnt they put them on the releases we already bought,Is at a photoshoot,True
Sons of why couldnt they put them on the releases we already bought,Hes awesome Have you worked with him before Hes a good friend,True
Sons of why couldnt they put them on the releases we already bought,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,True
Sons of why couldnt they put them on the releases we already bought,Chilliin,True
Sons of why couldnt they put them on the releases we already bought,If you know such agent do let me know,True
Sons of why couldnt they put them on the releases we already bought,I still smell of smoke kitchenfire,True
Sons of why couldnt they put them on the releases we already bought,a celticslakers rematch sounds better dont you think lol,True
Sons of why couldnt they put them on the releases we already bought,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,True
Sons of why couldnt they put them on the releases we already bought,you can ride one you can catch one but its not summer til you pop open one,True
Sons of why couldnt they put them on the releases we already bought,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,True
Sons of why couldnt they put them on the releases we already bought,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,True
Sons of why couldnt they put them on the releases we already bought,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,False
Sons of why couldnt they put them on the releases we already bought,My sources say no,True
Sons of why couldnt they put them on the releases we already bought,I am sooo tired,False
Sons of why couldnt they put them on the releases we already bought,Hey you change your twitter account and you didnt even tell me,True
Sons of why couldnt they put them on the releases we already bought,THANK YYYYYYYYYOOOOOOOOOOUUUUU,True
Sons of why couldnt they put them on the releases we already bought,lucky kidi so wanna see loserville pity im in oz,True
Sons of why couldnt they put them on the releases we already bought,fell asleep waiting for my ride,True
Sons of why couldnt they put them on the releases we already bought,Sick With a flu like thing,False
Sons of why couldnt they put them on the releases we already bought,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,False
Sons of why couldnt they put them on the releases we already bought,Happy Star Wars day everyone and Enjoy the holiday UK,True
Sons of why couldnt they put them on the releases we already bought,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,True
Sons of why couldnt they put them on the releases we already bought,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,True
Sons of why couldnt they put them on the releases we already bought,i miss you bby wish you were going tomorrow to make me do good,False
Sons of why couldnt they put them on the releases we already bought,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,True
Sons of why couldnt they put them on the releases we already bought,SWEEEEET San Fran is awesome Love it there,True
Sons of why couldnt they put them on the releases we already bought,Mounce yes and it lasts way past my bedtime,True
Sons of why couldnt they put them on the releases we already bought,Hi how are you doing just joined twitter,True
Sons of why couldnt they put them on the releases we already bought,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,False
Sons of why couldnt they put them on the releases we already bought,eating ice cream and then getting ready for graduation,True
Sons of why couldnt they put them on the releases we already bought,Happy Mothers day to all you Mums out there,True
Sons of why couldnt they put them on the releases we already bought,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,False
Sons of why couldnt they put them on the releases we already bought,hemp cloth is marvelous but unfortunately no,False
Sons of why couldnt they put them on the releases we already bought,Gonna read a story bout adam lambert online then bed Nighty night,True
Sons of why couldnt they put them on the releases we already bought,We saw that in none 3D the baddies the best,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,also bored at school its my third freelesson freistunde,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,hm Both of us I guess,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,it is u have dissappointed me that past few days,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,romance zero is funny,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Id rather do the early runbut I am a morning runner,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,will be back later httpplurkcomprp3k7,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Aw Torn ace of hearts Hunchback,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,what fun are you speaking of,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,i lost all my friends im alone and sleepyi wanna go home,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,haha yes,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I give in to easily,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,mannnn got an iphone im jealous httpbitlyNgnaR,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Is at a photoshoot,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hes awesome Have you worked with him before Hes a good friend,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Chilliin,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,If you know such agent do let me know,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I still smell of smoke kitchenfire,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,a celticslakers rematch sounds better dont you think lol,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,you can ride one you can catch one but its not summer til you pop open one,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,My sources say no,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,I am sooo tired,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hey you change your twitter account and you didnt even tell me,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,THANK YYYYYYYYYOOOOOOOOOOUUUUU,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,lucky kidi so wanna see loserville pity im in oz,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,fell asleep waiting for my ride,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Sick With a flu like thing,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Happy Star Wars day everyone and Enjoy the holiday UK,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Miles from you Im in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,His snoring is so annoying n it keeps me from sleeping like right now lol but I honestly wud miss it if it eva left I love him,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,i miss you bby wish you were going tomorrow to make me do good,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Well what im working on isnt QUITE ready to post about publicly still beta testing but its a cool new script I coded,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,SWEEEEET San Fran is awesome Love it there,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Mounce yes and it lasts way past my bedtime,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Hi how are you doing just joined twitter,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,waiting for sleeping pills to kick in gonna be so tired at work tomorrow,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,eating ice cream and then getting ready for graduation,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Happy Mothers day to all you Mums out there,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,CASEYS GONE BUT WHY So she piddled a little on the carpet Shes prolly freaked cause its new Can we get her back,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,hemp cloth is marvelous but unfortunately no,True
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,Gonna read a story bout adam lambert online then bed Nighty night,False
httpwwwdothebouncycomsmf some shameless plugging for the best Rangers forum on earth,We saw that in none 3D the baddies the best,True
2am feedings for the baby are fun when he is all smiles and coos,Then you should check out httptwittersuckscom and connect with other tweeple who hate twitter,True
2am feedings for the baby are fun when he is all smiles and coos,also bored at school its my third freelesson freistunde,True
2am feedings for the baby are fun when he is all smiles and coos,hm Both of us I guess,True
2am feedings for the baby are fun when he is all smiles and coos,it is u have dissappointed me that past few days,True
2am feedings for the baby are fun when he is all smiles and coos,romance zero is funny,False
2am feedings for the baby are fun when he is all smiles and coos,Id rather do the early runbut I am a morning runner,True
2am feedings for the baby are fun when he is all smiles and coos,Bah a coworker ran into work late and her bag smacked into my knee it really hurts now,True
2am feedings for the baby are fun when he is all smiles and coos,will be back later httpplurkcomprp3k7,True
2am feedings for the baby are fun when he is all smiles and coos,Aw Torn ace of hearts Hunchback,True
2am feedings for the baby are fun when he is all smiles and coos,what fun are you speaking of,True
2am feedings for the baby are fun when he is all smiles and coos,i lost all my friends im alone and sleepyi wanna go home,True
2am feedings for the baby are fun when he is all smiles and coos,haha yes,True
2am feedings for the baby are fun when he is all smiles and coos,I give in to easily,True
2am feedings for the baby are fun when he is all smiles and coos,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine Our wine was a red,False
2am feedings for the baby are fun when he is all smiles and coos,mannnn got an iphone im jealous httpbitlyNgnaR,True
2am feedings for the baby are fun when he is all smiles and coos,Is at a photoshoot,True
2am feedings for the baby are fun when he is all smiles and coos,Hes awesome Have you worked with him before Hes a good friend,False
2am feedings for the baby are fun when he is all smiles and coos,Yay playing a show tonight Boo its gonna soggy and Im at work right before playing,True
2am feedings for the baby are fun when he is all smiles and coos,Chilliin,False
2am feedings for the baby are fun when he is all smiles and coos,If you know such agent do let me know,True
2am feedings for the baby are fun when he is all smiles and coos,I still smell of smoke kitchenfire,True
2am feedings for the baby are fun when he is all smiles and coos,a celticslakers rematch sounds better dont you think lol,False
2am feedings for the baby are fun when he is all smiles and coos,Anyone have an extra Keane ticket I promise to buy you a drink and take rad pics for your FB Blog Flickr etc,True
2am feedings for the baby are fun when he is all smiles and coos,you can ride one you can catch one but its not summer til you pop open one,True
2am feedings for the baby are fun when he is all smiles and coos,she is good so gorjuz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,True
2am feedings for the baby are fun when he is all smiles and coos,OK Im out of here for now Just popped in to say Hi and check on things Ill probably head to the guttah later on tonight,True
2am feedings for the baby are fun when he is all smiles and coos,WOW i AM REALLY MiSSiN THE FAMiLY TODAY BADDD,True
2am feedings for the baby are fun when he is all smiles and coos,My sources say no,True
2am feedings for the baby are fun when he is all smiles and coos,I am sooo tired,True
2am feedings for the baby are fun when he is all smiles and coos,Hey you change your twitter account and you didnt even tell me,True
2am feedings for the baby are fun when he is all smiles and coos,THANK YYYYYYYYYOOOOOOOOOOUUUUU,False
2am feedings for the baby are fun when he is all smiles and coos,lucky kidi so wanna see loserville pity im in oz,False
2am feedings for the baby are fun when he is all smiles and coos,fell asleep waiting for my ride,True
2am feedings for the baby are fun when he is all smiles and coos,Sick With a flu like thing,True
2am feedings for the baby are fun when he is all smiles and coos,Still no reply from about my SimFinger problem So no iRape parody video until I get a response sorry guys,True
