text1,text2,joins
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",First went here to enjoy their garden terrace.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The pizza was pretty good and huge.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",They are often crowded on the weekends but they are efficient and accurate with their service.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",All my co-workers were amazed at how small the dish was.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","The atmosphere is unheralded, the service impecible, and the food magnificant.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","The wait staff is friendly, and the food has gotten better and better!",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Right off the L in Brooklyn this is a nice cozy place with good pizza.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Le Pere Pinard has a $15 pre-theater menu that is outstanding.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",I also ordered for delivery and the restaurant forgot half the order.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Our server checked on us maybe twice during the entire meal.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The strong scents coming from the left and right of me negatively affected my taste buds.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",We had the lobster sandwich and it was FANTASTIC.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Deep Fried Skewers are good and still rare to find in NYC.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","I have tried to make reservations, but both times, the hostess didn't have my name.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",I also recommend the rice dishes or the different varieties of congee (rice porridge).,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Their tuna tartar appetizer is to die for.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","If you love wine and cheese and delicious french fare, you'll love Artisanal!",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",I love Indian food and consider myself to be quite an expert on it.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Some baby pizzas get their wish.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Overall A oh ya even though there is waiting it is deff worth it,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The lava cake dessert was incredible and I recommend it.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",VT is what baby pizzas hope to be when they grow up.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The last time I went we were seated at a table in a corridor next to the kitchen.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",good selection of wines ranging from affordable to high end.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Nice restaurant overall, with classic upscale Italian decor.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Not impressed with the food.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The entire dining experience was wonderful!,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Order the panang duck, it's fantastic.",True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","Other than the crappy service from two individuals, it's great.",False
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",They have authentic Indian at amazin prices.,True
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Ambiance- relaxed and stylish.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Not too crazy about their sake martini.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Great bagels, spreads and a good place to hang out in.",True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","The service varys from day to day- sometimes they're very nice, and sometimes not.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",We always have a delicious meal and always leave feeling satisfied.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Dip the ingredients in with your chopsticks, swirl them around, and eat.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",First went here to enjoy their garden terrace.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The pizza was pretty good and huge.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",They are often crowded on the weekends but they are efficient and accurate with their service.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",All my co-workers were amazed at how small the dish was.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","The atmosphere is unheralded, the service impecible, and the food magnificant.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","The wait staff is friendly, and the food has gotten better and better!",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Right off the L in Brooklyn this is a nice cozy place with good pizza.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Le Pere Pinard has a $15 pre-theater menu that is outstanding.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",I also ordered for delivery and the restaurant forgot half the order.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Our server checked on us maybe twice during the entire meal.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The strong scents coming from the left and right of me negatively affected my taste buds.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",We had the lobster sandwich and it was FANTASTIC.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Deep Fried Skewers are good and still rare to find in NYC.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","I have tried to make reservations, but both times, the hostess didn't have my name.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",I also recommend the rice dishes or the different varieties of congee (rice porridge).,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Their tuna tartar appetizer is to die for.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","If you love wine and cheese and delicious french fare, you'll love Artisanal!",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",I love Indian food and consider myself to be quite an expert on it.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Some baby pizzas get their wish.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Overall A oh ya even though there is waiting it is deff worth it,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The lava cake dessert was incredible and I recommend it.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",VT is what baby pizzas hope to be when they grow up.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The last time I went we were seated at a table in a corridor next to the kitchen.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",good selection of wines ranging from affordable to high end.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Nice restaurant overall, with classic upscale Italian decor.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Not impressed with the food.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The entire dining experience was wonderful!,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Order the panang duck, it's fantastic.",True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.","Other than the crappy service from two individuals, it's great.",False
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",They have authentic Indian at amazin prices.,True
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",Ambiance- relaxed and stylish.,False
"Not only was the food outstanding, but the little 'perks' were great.",Not too crazy about their sake martini.,False
"Not only was the food outstanding, but the little 'perks' were great.","Great bagels, spreads and a good place to hang out in.",True
"Not only was the food outstanding, but the little 'perks' were great.","The service varys from day to day- sometimes they're very nice, and sometimes not.",False
"Not only was the food outstanding, but the little 'perks' were great.",One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,False
"Not only was the food outstanding, but the little 'perks' were great.","Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",True
"Not only was the food outstanding, but the little 'perks' were great.",We always have a delicious meal and always leave feeling satisfied.,True
"Not only was the food outstanding, but the little 'perks' were great.","Dip the ingredients in with your chopsticks, swirl them around, and eat.",False
"Not only was the food outstanding, but the little 'perks' were great.",First went here to enjoy their garden terrace.,False
"Not only was the food outstanding, but the little 'perks' were great.",The pizza was pretty good and huge.,True
"Not only was the food outstanding, but the little 'perks' were great.","The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",False
"Not only was the food outstanding, but the little 'perks' were great.",I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,False
"Not only was the food outstanding, but the little 'perks' were great.",They are often crowded on the weekends but they are efficient and accurate with their service.,False
"Not only was the food outstanding, but the little 'perks' were great.",All my co-workers were amazed at how small the dish was.,False
"Not only was the food outstanding, but the little 'perks' were great.","The atmosphere is unheralded, the service impecible, and the food magnificant.",False
"Not only was the food outstanding, but the little 'perks' were great.","We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",False
"Not only was the food outstanding, but the little 'perks' were great.","The wait staff is friendly, and the food has gotten better and better!",False
"Not only was the food outstanding, but the little 'perks' were great.","It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",False
"Not only was the food outstanding, but the little 'perks' were great.",Right off the L in Brooklyn this is a nice cozy place with good pizza.,True
"Not only was the food outstanding, but the little 'perks' were great.",Le Pere Pinard has a $15 pre-theater menu that is outstanding.,True
"Not only was the food outstanding, but the little 'perks' were great.",I also ordered for delivery and the restaurant forgot half the order.,False
"Not only was the food outstanding, but the little 'perks' were great.",Our server checked on us maybe twice during the entire meal.,False
"Not only was the food outstanding, but the little 'perks' were great.",The strong scents coming from the left and right of me negatively affected my taste buds.,False
"Not only was the food outstanding, but the little 'perks' were great.",We had the lobster sandwich and it was FANTASTIC.,True
"Not only was the food outstanding, but the little 'perks' were great.","Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",False
"Not only was the food outstanding, but the little 'perks' were great.","Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",False
"Not only was the food outstanding, but the little 'perks' were great.",Deep Fried Skewers are good and still rare to find in NYC.,True
"Not only was the food outstanding, but the little 'perks' were great.","I have tried to make reservations, but both times, the hostess didn't have my name.",False
"Not only was the food outstanding, but the little 'perks' were great.",I also recommend the rice dishes or the different varieties of congee (rice porridge).,True
"Not only was the food outstanding, but the little 'perks' were great.",Their tuna tartar appetizer is to die for.,True
"Not only was the food outstanding, but the little 'perks' were great.","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",False
"Not only was the food outstanding, but the little 'perks' were great.","If you love wine and cheese and delicious french fare, you'll love Artisanal!",False
"Not only was the food outstanding, but the little 'perks' were great.",I love Indian food and consider myself to be quite an expert on it.,True
"Not only was the food outstanding, but the little 'perks' were great.",Some baby pizzas get their wish.,False
"Not only was the food outstanding, but the little 'perks' were great.",Overall A oh ya even though there is waiting it is deff worth it,False
"Not only was the food outstanding, but the little 'perks' were great.",The lava cake dessert was incredible and I recommend it.,True
"Not only was the food outstanding, but the little 'perks' were great.",VT is what baby pizzas hope to be when they grow up.,False
"Not only was the food outstanding, but the little 'perks' were great.","From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",False
"Not only was the food outstanding, but the little 'perks' were great.",Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,True
"Not only was the food outstanding, but the little 'perks' were great.",The last time I went we were seated at a table in a corridor next to the kitchen.,False
"Not only was the food outstanding, but the little 'perks' were great.",good selection of wines ranging from affordable to high end.,False
"Not only was the food outstanding, but the little 'perks' were great.","Nice restaurant overall, with classic upscale Italian decor.",False
"Not only was the food outstanding, but the little 'perks' were great.",Not impressed with the food.,False
"Not only was the food outstanding, but the little 'perks' were great.",The entire dining experience was wonderful!,False
"Not only was the food outstanding, but the little 'perks' were great.",The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,False
"Not only was the food outstanding, but the little 'perks' were great.",Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,False
"Not only was the food outstanding, but the little 'perks' were great.","Order the panang duck, it's fantastic.",True
"Not only was the food outstanding, but the little 'perks' were great.","Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",False
"Not only was the food outstanding, but the little 'perks' were great.","Other than the crappy service from two individuals, it's great.",False
"Not only was the food outstanding, but the little 'perks' were great.",They have authentic Indian at amazin prices.,True
"Not only was the food outstanding, but the little 'perks' were great.",Ambiance- relaxed and stylish.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,Not too crazy about their sake martini.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"Great bagels, spreads and a good place to hang out in.",False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"The service varys from day to day- sometimes they're very nice, and sometimes not.",False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,We always have a delicious meal and always leave feeling satisfied.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,First went here to enjoy their garden terrace.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,The pizza was pretty good and huge.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,They are often crowded on the weekends but they are efficient and accurate with their service.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,All my co-workers were amazed at how small the dish was.,False
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,"The atmosphere is unheralded, the service impecible, and the food magnificant.",False
